;;  ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;; Ratios des communes de la Communaut‚ Urbaine de Strasbourg  de 2008;;;;;;;;;;;
;;;;; ;                   SynthŠse des donn‚es jointes aux budgets primitifs de 2008 (*) ;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Population;;;D‚p. r‚elles;Prod. des impo-;Rec. r‚elles;D‚p. d'‚qui-;Encours ;Dot. globale;D‚p. de pers/;Coef. de;D‚p. r‚el. fonct.;D‚p. d'‚quip.;Encours de;
;Communes;totale;;Ratios;de fonction.;sitions directes;de fonction.;pement brut;de la dette;de fonction.;d‚p. r‚elles;mobilis. du; + am.dette /;brut/rec. ;la dette/rec.;
;;;;;(?/hab.);(?/hab.);(?/hab.);(?/hab.);(?/hab.);(?/hab.);de fonct.;potent. fiscal;rec.r‚el.fonct.;r‚elles fonct.;r‚elles fonct.;
 ;;;;; - 1 -; - 2 -; - 3 -; - 4 -; - 5 -; - 6 -; - 7 -; - 8bis -; - 9 -; - 10 -; - 11 -;
;;;;;;;;;;;;;;;;
;COMMUNAUTE URBAINE;457 928; ;;942;422;1 039;443;324;248;21,71%;125,59%;93,81%;42,61%;31,22%;
;; ;;;;;;;;;;;;;;
;STRASBOURG;267 051;;A;1 142;466;1 247;383;458;228;58,93%;100,79%;95,53%;30,69%;36,69%;
;SCHILTIGHEIM;30 991;;A;723;332;804;266;273;140;60,32%;;97,19%;33,09%;0,34%;
;ILLKIRCH GRAF.;25 183;;A;804;421;978;302;240;128;56,67%;100,30%;88,01%;30,84%;24,52%;
;BISCHHEIM;16 964; ;A;770;405;870;140;;230;57,50%;107,70%;98,70%;16,00%;1,14%;
;LINGOLSHEIM;16 860;;A ;534;304;643;44;324;145;56,98%;104,33%;133,43%;6,86%;50,39%;
;OSTWALD;10 820;;A;698;326;748;267;481;162;60,96%;0,00%;95,94%;35,70%;64,39%;
;HOENHEIM;10 767;;A;622;345;668;224;273;172;52,00%;;97,00%;33,00%;41,00%;
;;;;;;;;;;;;;;;;
;GEISPOLSHEIM;7 031;;B;622;359;711;1 075;390;97;;;;;;
;SOUFFELWEYERSHEIM;6 054;;B;723;396;722;696;1 101;93;;;;;;
;ECKBOLSHEIM;5 937;;B;644;404;701;819;489;98;;;;;;
;VENDENHEIM;5 720;;B;775;437;818;528;;90;;;;;;
;WANTZENAU (LA);5 501;;B;618;427;758;257;461;97;;;;;;
;MUNDOLSHEIM;5 317;;B;786;404;885;470;1 033;95;;;;;;
;REICHSTETT;4 900;;B;542;359;630;179;532;88;;;;;;
;FEGERSHEIM;4 533;;B;717;539;970;501;1 214;88;;;;;;
;OBERHAUSBERGEN;4 540;;B;388;293;544;255;;47;;;;;;
;ESCHAU;4 429;;B;584;383;713;882;145;100;;;;;;
;WOLFISHEIM;3 832;;B;587;310;584;51;;80;;;;;;
;PLOBSHEIM;3 654;;B;526;305;611;1 503;163;97;;;;;;
;pour m‚moire valeurs moyennes (exercice 2007) :;;;;;;;;;;;;;;;
; - moyenne nationale hors Paris  ;;;;965;404;1 050;581;n.d.;244;50,2%;88,4%;100,3%;55,40%;n.d.;
; + de 100 000 hab. hors Paris;;;;1 157;480;1 279;342;n.d.;275;54,6%;98,9%;98,2%;26,70%;n.d.;
; -   50 000 …  100 000 hab.;;;;1 359;580;1 477;465;n.d.;337;55,0%;84,8%;99,9%;31,50%;n.d.;
; -   20 000 …   50 000 hab.;;;;1 206;517;1 309;428;n.d.;299;56,2%;92,7%;99,5%;32,70%;n.d.;
; -   10 000 …   20 000 hab.;;;;1 076;453;1 178;487;n.d.;254;55,0%;94,3%;99,2%;41,40%;n.d.;
; -    5 000 …   10 000 hab.;;;;943;414;1 052;613;n.d.;227;51,7%;89,0%;98,1%;58,20%;n.d.;
; -    3 500 …    5 000 hab.;;;;807;361;914;655;n.d.;207;48,7%;84,6%;97,4%;71,60%;n.d.;
;(*) En application de l'article 13 de la loi ATR du 6 f‚vrier 1992  un certain nombre de ratios ;;;;;;;;;;;;;;;
;     doivent figurer dans les annexes … joindre aux documents budg‚taires : ;;;;;;;;;;;;;;;
;        A  - communes de 10 000 hab. et plus  :     ratios 1 … 11;;;;;;;;;;;;;;;
;        B  - communes de 3 500 hab. et plus    :     ratios 1 … 6;;;;;;;;;;;;;;;
;        C - communes inf‚r. … 3 500 hab.         :     dispens‚es de la publication  des ratios;;;;;;;;;;;;;;;
; ; ;;;;;;;;;;;;;;
