;;  ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;; Ratios des communes de la Communaut‚ Urbaine de Strasbourg  de 2010;;;;;;;;;;;
;;;;; ;                   SynthŠse des donn‚es jointes aux budgets primitifs de 2009 (*) ;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Population;;;D‚p. r‚elles;Prod. des impo-;Rec. r‚elles;D‚p. d'‚qui-;Encours ;Dot. globale;D‚p. de pers/;Coef. de;D‚p. r‚el. fonct.;D‚p. d'‚quip.;Encours de;
;Communes;totale;;Ratios;de fonction.;sitions directes;de fonction.;pement brut;de la dette;de fonction.;d‚p. r‚elles;mobilis. du; + am.dette /;brut/rec. ;la dette/rec.;
;;;;;(?/hab.);(?/hab.);(?/hab.);(?/hab.);(?/hab.);(?/hab.);de fonct.;potent. fiscal;rec.r‚el.fonct.;r‚elles fonct.;r‚elles fonct.;
 ;;;;; - 1 -; - 2 -; - 3 -; - 4 -; - 5 -; - 6 -; - 7 -; - 8bis -; - 9 -; - 10 -; - 11 -;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;COMMUNAUTE URBAINE;474 524; ;;971;428;1 026;395;527;241;21,54%;128,93%;98,39%;38,50%;51,42%;
;; ;;;;;;;;;;;;;;
;STRASBOURG;276 003;;A;1 170;475;1 243;328;441;229;59,10%;99,22%;97,91%;26,39%;35,37%;
;SCHILTIGHEIM;31 987;;A;773;368;851;306;405;141;59,29%;;96,27%;35,91%;0,48%;
;ILLKIRCH GRAF.;27 494;;A;786;417;953;;265;131;57,30%;;86,71%;32,34%;28,28%;
;BISCHHEIM;17 968; ;A;768;402;868;212;969;237;56,20%;113,00%;99,00%;24,40%;1,07%;
;LINGOLSHEIM;17 139;;A ;539;320;678;239;0;150;57,89%;;79,52%;35,25%;0,00%;
;OSTWALD;10 878;;A;631;352;668;325;441;169;55,45%;;97,79%;48,62%;66,54%;
;HOENHEIM;10 650;;A;627;368;758;373;229;172;53,00%;;85,00%;49,00%;30,00%;
;;;;;;;;;;;;;;;;
;GEISPOLSHEIM;7 144;;B;677;408;768;741;688;97;;;;;;
;ECKBOLSHEIM;6 465;;B;634;429;700;975;621;101;;;;;;
;SOUFFELWEYERSHEIM;6 433;;B;709;435;913;620;1 322;103;;;;;;
;WANTZENAU (LA);5 942;;B;583;435;742;119;397;100;;;;;;
;VENDENHEIM;5 722;;B;846;511;921;243;570;98;;;;;;
;FEGERSHEIM;5 235;;B;753;493;910;366;1 005;89;;;;;;
;MUNDOLSHEIM;5 138;;B;857;432;957;139;850;97;;;;;;
;ESCHAU;4 852;;B;612;385;738;330;567;129;;;;;;
;REICHSTETT;4 556;;B;617;504;697;189;506;89;;;;;;
;OBERHAUSBERGEN;4 607;;B;388;293;544;255;1 353;47;;;;;;
;WOLFISHEIM;3 998;;B;630;371;704;223;458;102;;;;;;
;PLOBSHEIM;3 742;;B;550;340;1 363;247;657;98;;;;;;
;pour m‚moire valeurs moyennes (exercice 2009) :;;;;;;;;;;;;;;;
; - moyenne nationale hors Paris  ;;;;995;431;1 068;537;n.d.;245;50,00%;0,00%;101,30%;50,20%;n.d.;
; + de 100 000 hab. hors Paris;;;;1 173;509;1 272;339;n.d.;278;54,10%;0,00%;101,10%;26,60%;n.d.;
; -   50 000 …  100 000 hab.;;;;1 385;629;1 506;435;n.d.;340;55,00%;0,00%;99,40%;28,90%;n.d.;
; -   20 000 …   50 000 hab.;;;;1 231;545;1 327;408;n.d.;295;56,70%;0,00%;99,90%;30,70%;n.d.;
; -   10 000 …   20 000 hab.;;;;1 125;495;1 221;453;n.d.;255;55,20%;0,00%;99,30%;37,10%;n.d.;
; -    5 000 …   10 000 hab.;;;;992;451;1 094;559;n.d.;230;51,80%;0,00%;98,50%;51,10%;n.d.;
; -    3 500 …    5 000 hab.;;;;850;391;940;583;n.d.;212;48,20%;0,00%;98,70%;62,00%;n.d.;
;(*) En application de l'article 13 de la loi ATR du 6 f‚vrier 1992  un certain nombre de ratios ;;;;;;;;;;;;;;;
;     doivent figurer dans les annexes … joindre aux documents budg‚taires : ;;;;;;;;;;;;;;;
;        A  - communes de 10 000 hab. et plus  :     ratios 1 … 11;;;;;;;;;;;;;;;
;        B  - communes de 3 500 hab. et plus    :     ratios 1 … 6;;;;;;;;;;;;;;;
;        C - communes inf‚r. … 3 500 hab.         :     dispens‚es de la publication  des ratios;;;;;;;;;;;;;;;
; ; ;;;;;;;;;;;;;;
